ID,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,gmm_n3,gmm_n4,gmm_n5,gmm_n6,recommended_method,recommended_solution,recommended_cluster,recommended_max_assignment_probability
5868,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8370,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
9988,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
2939,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5529,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9743,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
5763,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
3478,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
7494,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1763,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7250,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
2005,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10770,0,1,0,2,1,1,1,5,kmeans,kmeans_k3,0,1.0
6885,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
2072,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
9463,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
6318,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4093,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
5751,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3340,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
3594,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3584,0,0,2,0,1,2,1,5,kmeans,kmeans_k3,0,1.0
3643,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
851,1,0,2,0,1,1,3,5,kmeans,kmeans_k3,1,1.0
7706,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
3967,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10128,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
486,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9,1,0,2,4,2,0,2,3,kmeans,kmeans_k3,1,1.0
9451,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
9264,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3865,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2853,2,3,1,4,2,1,3,5,kmeans,kmeans_k3,2,1.0
1490,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6310,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10380,2,2,3,4,2,1,2,3,kmeans,kmeans_k3,2,1.0
3887,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4278,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8643,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1998,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
10795,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
11110,2,3,1,1,0,3,4,2,kmeans,kmeans_k3,2,1.0
2408,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
202,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
7998,1,0,2,4,2,1,0,3,kmeans,kmeans_k3,1,1.0
830,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3536,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6050,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
125,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3463,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
2804,1,0,2,4,2,0,2,3,kmeans,kmeans_k3,1,1.0
3745,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9771,2,0,2,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
451,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10530,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1079,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
8920,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
6678,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3852,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
528,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
73,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
5589,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10212,1,2,3,4,2,1,0,1,kmeans,kmeans_k3,1,1.0
6365,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5636,2,0,2,4,2,1,2,1,kmeans,kmeans_k3,2,1.0
591,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
2217,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
2544,0,2,3,3,2,1,0,3,kmeans,kmeans_k3,0,1.0
7725,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8091,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
7321,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5462,1,0,2,0,1,2,3,1,kmeans,kmeans_k3,1,1.0
7791,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
955,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
4037,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
6642,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2793,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
5424,2,3,1,4,2,1,0,1,kmeans,kmeans_k3,2,1.0
879,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9530,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
4828,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
10699,1,2,3,4,2,0,0,3,kmeans,kmeans_k3,1,1.0
1497,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7476,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
4390,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
10478,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1081,1,0,2,0,1,3,3,5,kmeans,kmeans_k3,1,1.0
4261,0,0,2,0,1,2,1,0,kmeans,kmeans_k3,0,1.0
9916,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
5350,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8135,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8685,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
4967,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2130,2,2,3,4,2,1,2,1,kmeans,kmeans_k3,2,1.0
9298,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8175,2,2,3,4,2,1,2,1,kmeans,kmeans_k3,2,1.0
6257,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
3790,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
9952,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3503,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5223,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
4608,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1626,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
4764,2,3,1,4,2,1,3,3,kmeans,kmeans_k3,2,1.0
2471,0,1,0,2,2,1,3,5,kmeans,kmeans_k3,0,1.0
5892,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
2612,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4971,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
5185,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10069,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2262,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1131,1,2,3,3,2,1,2,4,kmeans,kmeans_k3,1,1.0
1041,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
24,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3409,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
7022,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
7943,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5272,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5453,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2565,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
800,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
11092,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5062,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8969,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
4656,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
4480,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9971,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
6729,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1773,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9242,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1764,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
6215,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10099,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
5423,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
940,0,1,0,2,1,1,2,1,kmeans,kmeans_k3,0,1.0
3011,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
3298,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8286,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
9668,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5120,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6097,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7019,1,0,2,4,2,1,3,3,kmeans,kmeans_k3,1,1.0
7408,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
8041,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
252,0,3,1,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
9986,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
3276,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
3859,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
3570,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
3783,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
10207,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
10906,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3427,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5209,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10711,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10785,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
2814,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6866,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1665,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
6575,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
3829,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3091,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
10141,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
5177,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7005,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6409,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7485,1,2,3,3,2,1,0,1,kmeans,kmeans_k3,1,1.0
8079,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8395,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
10352,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
4931,0,1,0,2,0,3,1,5,kmeans,kmeans_k3,0,1.0
13,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1834,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2285,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2295,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
1378,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
2781,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1165,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
1404,2,0,2,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
6457,0,1,0,2,1,1,2,1,kmeans,kmeans_k3,0,1.0
2639,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
8299,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
6437,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6912,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
7327,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5299,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
4127,0,0,2,0,1,2,3,1,kmeans,kmeans_k3,0,1.0
8143,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1964,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3690,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3433,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3389,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
4712,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1170,2,3,1,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
6347,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4065,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8230,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1215,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5939,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
2156,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
7788,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
10323,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7947,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
1891,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2570,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9256,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
295,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7397,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6349,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10790,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
10398,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
2431,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
550,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
1890,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
10742,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
10356,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
4676,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
8852,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
3565,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
5294,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1958,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7349,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8799,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
1351,1,0,2,0,1,2,2,1,kmeans,kmeans_k3,1,1.0
1045,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
7732,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
8070,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
477,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7832,0,0,0,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
2202,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
7396,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4055,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10340,2,3,1,4,1,1,3,1,kmeans,kmeans_k3,2,1.0
10091,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
7629,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10640,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
3498,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
6742,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
1172,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
569,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4686,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
1381,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
2634,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10905,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1744,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1000,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
3828,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
8605,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
10304,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4351,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10129,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2499,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
10092,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
7500,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
5796,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10556,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
1064,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
48,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
7610,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
263,1,0,2,4,2,1,0,3,kmeans,kmeans_k3,1,1.0
10814,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9710,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9292,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10250,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
7881,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5847,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
737,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
3571,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
7807,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
3878,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5092,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2154,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5394,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3798,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
3524,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
5247,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
5883,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2118,0,1,0,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
8812,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6616,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2797,0,0,2,0,1,1,3,1,kmeans,kmeans_k3,0,1.0
4328,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9167,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
10560,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2631,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8312,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5534,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
5093,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
7592,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
8895,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8584,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2694,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8910,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7433,2,2,3,4,2,1,2,1,kmeans,kmeans_k3,2,1.0
164,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
10477,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
2681,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
5150,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5283,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
9645,0,0,2,0,1,2,1,0,kmeans,kmeans_k3,0,1.0
10678,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7261,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
9648,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
2870,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8008,2,2,3,3,2,1,0,3,kmeans,kmeans_k3,2,1.0
1513,1,0,2,0,1,3,3,5,kmeans,kmeans_k3,1,1.0
6173,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
1419,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9150,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
7960,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1250,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
9905,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
10691,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
7002,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2952,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
8439,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
762,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
2831,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
6977,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
6289,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
4168,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
8397,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
9284,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6237,1,3,1,4,0,3,4,3,kmeans,kmeans_k3,1,1.0
3130,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1619,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1990,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5513,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
269,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
8093,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10513,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
10177,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
2549,2,2,3,3,2,0,0,4,kmeans,kmeans_k3,2,1.0
5782,1,0,2,0,1,1,3,5,kmeans,kmeans_k3,1,1.0
10057,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10307,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8566,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
2415,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
5684,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8334,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
9166,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
1440,0,0,2,4,1,1,1,5,kmeans,kmeans_k3,0,1.0
78,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5441,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5302,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4687,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1087,2,3,1,1,2,1,0,3,kmeans,kmeans_k3,2,1.0
6859,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
9860,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
7129,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5866,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
10521,2,2,3,3,2,1,2,1,kmeans,kmeans_k3,2,1.0
7393,1,2,3,3,2,1,0,3,kmeans,kmeans_k3,1,1.0
7849,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
332,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9847,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
531,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
9576,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
6906,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7419,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3170,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8527,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7872,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
9931,2,2,3,3,0,3,4,2,kmeans,kmeans_k3,2,1.0
10595,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4609,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
